"study.hrs.perwk","attendance.rate","previous.grades","extracurricular.activities","parent.edu.level","passed"
18.7,42.5,72.7,"Yes","High School","No"
5.8,70.6,47.3,"No","High School","Yes"
7.8,93.1,78.8,"No","Master","No"
13.7,69.3,73.6,"No","Master","Yes"
11.8,79.9,40.4,"No","Doctorate","Yes"
9.7,52.4,79.1,"No","Associate","No"
4.9,71.8,65.2,"Yes","Bachelor","Yes"
13.4,55.4,83.2,"No","Bachelor","No"
11.5,72.2,43.9,"No","Bachelor","No"
2.4,77.6,82.5,"No","Associate","No"
3.8,66.5,97.5,"Yes","Bachelor","Yes"
8.4,66.9,75.2,"No","High School","No"
5.8,53.9,60.3,"Yes","Master","No"
17,85.1,62.5,"No","Bachelor","No"
15.1,74.2,66.8,"Yes","Master","No"
6.5,65.4,61.4,"Yes","High School","Yes"
14,54.2,74.6,"No","Bachelor","No"
11.5,59.8,68.6,"Yes","Master","Yes"
15.5,65.4,60.1,"No","Master","Yes"
3.9,68.7,75.8,"No","High School","Yes"
9.1,78.6,54.2,"No","Bachelor","Yes"
7.2,66.2,57.2,"Yes","Doctorate","No"
7.1,82.9,69.3,"Yes","High School","No"
6.2,62,81.1,"Yes","Master","Yes"
15.1,89.1,54.6,"No","High School","No"
11.3,70.1,41.6,"No","Bachelor","Yes"
7.4,80.9,58,"Yes","High School","No"
15.6,70.3,51.7,"Yes","Associate","Yes"
3.6,62.3,66,"No","Master","Yes"
13.1,69.2,61.8,"No","High School","Yes"
0.8,84,86,"No","High School","No"
10.2,85.1,52.9,"Yes","Doctorate","Yes"
12.7,76.9,83.2,"No","Master","Yes"
7,84.1,61.1,"Yes","Bachelor","Yes"
13.5,82.6,76.8,"Yes","Bachelor","No"
6.1,51.9,58.9,"Yes","Master","No"
3.9,77,73.2,"Yes","High School","Yes"
12,85.9,87.4,"Yes","High School","Yes"
13.2,65,68.9,"No","High School","Yes"
0.4,48.9,62.9,"No","High School","No"
7.7,72.6,65.8,"Yes","High School","No"
8.9,84.6,56.5,"Yes","High School","No"
17.3,68.1,50.9,"No","Master","No"
7.1,61.6,73.4,"No","Bachelor","No"
1.5,82,78.7,"Yes","Associate","Yes"
5,56.4,66.1,"No","Bachelor","Yes"
6.7,94.6,68.1,"Yes","Master","Yes"
0.8,68.8,67.5,"Yes","Bachelor","Yes"
14.8,84.9,92.2,"No","Associate","No"
2.2,51.8,45.5,"Yes","Associate","Yes"
4.5,84.4,61.2,"Yes","High School","No"
17.5,87.3,57.5,"Yes","Master","Yes"
7.6,60,71.6,"Yes","Bachelor","Yes"
12.6,79,62.7,"No","Bachelor","Yes"
5,53.3,77.8,"Yes","Associate","No"
12.9,62.5,53.9,"No","Doctorate","No"
7,62.9,69.5,"Yes","Bachelor","No"
9.6,82.5,76.4,"Yes","Master","Yes"
4.6,58.5,54.6,"No","Bachelor","No"
9,87,56.8,"No","Bachelor","Yes"
11.7,52.6,69.6,"No","Master","No"
1.5,86.9,43.5,"Yes","Master","No"
14.1,64.3,59.5,"Yes","Bachelor","Yes"
0.7,61.8,77.3,"Yes","Associate","Yes"
0.1,97.8,75.7,"No","Master","No"
14.2,76.3,89.1,"No","High School","Yes"
13.1,81.8,69.8,"No","Doctorate","Yes"
2.9,79.3,75.5,"Yes","Bachelor","No"
19.1,62.3,46.3,"No","Doctorate","No"
11.2,92.4,68,"Yes","Master","Yes"
18,47.6,32.2,"Yes","Associate","No"
10.6,59.5,39.2,"No","Doctorate","No"
9.6,69.8,83.1,"Yes","Doctorate","Yes"
1.6,73.6,63.2,"Yes","High School","No"
11.8,82,50.9,"No","Bachelor","Yes"
4.7,69,66.4,"No","Bachelor","Yes"
15.2,92.8,61,"No","Bachelor","Yes"
20.3,89.7,47.1,"Yes","Master","Yes"
6.2,77.7,47,"Yes","Master","No"
2.5,45.4,77.2,"Yes","Associate","Yes"
16.8,71.7,58.1,"No","Doctorate","No"
15.4,51.4,57.8,"Yes","Master","Yes"
8.8,71.7,62.8,"Yes","Master","No"
12.1,69.3,86,"Yes","Doctorate","Yes"
5.9,99,62.1,"Yes","Bachelor","Yes"
9.2,94.7,62.3,"Yes","High School","No"
12.3,53.8,81.2,"No","Bachelor","Yes"
5.4,80.1,35.4,"No","High School","No"
6.9,81.5,74.4,"No","Doctorate","Yes"
9.6,47.7,66.7,"No","High School","No"
12.9,78.4,65.6,"Yes","Bachelor","No"
3.9,64.5,68.9,"No","Associate","No"
15.9,88.7,61.5,"Yes","Bachelor","Yes"
15.2,83.3,81.2,"Yes","Associate","Yes"
7,63.1,59.5,"Yes","Bachelor","Yes"
14.2,85.5,76.6,"Yes","Master","No"
12.4,84.7,60.3,"Yes","Bachelor","No"
8.4,59.4,62.1,"Yes","Master","Yes"
5.2,79.5,79.7,"Yes","Doctorate","No"
12,64.9,71.9,"Yes","Doctorate","No"
3.8,31,34,"Yes","High School","Yes"
10.7,69.2,76.9,"Yes","Bachelor","No"
10.2,52.9,67.3,"No","Master","No"
5.8,64.8,68.8,"Yes","High School","No"
2,63.4,84.1,"Yes","High School","No"
1.8,76.3,88.9,"Yes","High School","Yes"
8.7,81,65.1,"Yes","Doctorate","No"
11.5,84.2,64.6,"No","Doctorate","Yes"
19.2,27,51,"Yes","High School","No"
1.9,42.4,88.2,"No","High School","No"
9,74.7,60.2,"Yes","Master","No"
16.3,58.4,36.8,"No","Doctorate","Yes"
6.6,80.9,49.7,"Yes","Bachelor","Yes"
19.3,85,71.9,"Yes","Doctorate","No"
0.8,59,80.6,"No","Bachelor","No"
9.5,47.6,69,"Yes","Doctorate","Yes"
16.7,73.6,66.5,"Yes","Doctorate","Yes"
6.2,66.9,71.1,"No","Associate","Yes"
14.7,80.2,63.7,"No","Associate","Yes"
9.9,91.3,96.3,"Yes","Bachelor","Yes"
9.9,75.6,50.3,"Yes","Bachelor","Yes"
6.3,89.1,65.1,"Yes","Associate","Yes"
3.2,57.1,72.3,"Yes","High School","Yes"
3.7,74.3,48.3,"No","High School","No"
6.2,81.6,64.4,"No","Bachelor","Yes"
5.8,93.4,48.6,"No","Bachelor","No"
15.1,55.7,57.1,"Yes","Bachelor","No"
17.1,99.9,55.5,"Yes","Bachelor","Yes"
8.4,65.8,46.1,"No","Master","No"
11.9,66.1,52.4,"Yes","Associate","Yes"
11.7,63.7,59.9,"No","Doctorate","Yes"
19.3,37.2,81.5,"No","Doctorate","Yes"
10.3,90.4,66,"Yes","Bachelor","Yes"
10.1,67.3,48.8,"Yes","Doctorate","No"
12.1,38.6,77.2,"Yes","Master","No"
1.4,96.8,51.5,"No","Master","No"
8.4,72.3,60,"No","High School","No"
16.2,37.3,69.6,"No","Bachelor","Yes"
12.3,70.9,54.1,"Yes","High School","Yes"
15,96.4,62.3,"No","Associate","Yes"
18.7,86.1,54.2,"No","Associate","No"
9.7,75.9,65.9,"No","Bachelor","No"
10.7,71.6,74.3,"Yes","High School","No"
17.4,75.1,63.6,"No","Doctorate","Yes"
4.4,78.1,69.5,"No","High School","Yes"
4.5,71.1,60.7,"No","Master","Yes"
10.2,57.9,60.9,"Yes","Doctorate","No"
7.2,69.7,61.6,"No","Associate","No"
8.5,81.6,46.7,"No","High School","Yes"
7.3,60.4,67.2,"Yes","Associate","Yes"
7.5,83.4,72.2,"No","Master","Yes"
6.2,91.6,79.6,"No","High School","No"
6.2,81.8,47.2,"Yes","Doctorate","No"
0,63.8,52.7,"Yes","Bachelor","No"
8.9,76.9,73.7,"No","Bachelor","No"
0.2,78.1,73.7,"No","Doctorate","Yes"
13.8,79,77.7,"Yes","Master","No"
8.1,79.1,54.4,"No","Master","Yes"
8.8,67,68.1,"No","Associate","Yes"
16.3,50.1,66.3,"No","Doctorate","Yes"
1.9,92.5,89.4,"Yes","Master","Yes"
10.6,46.9,99.2,"No","High School","Yes"
7.5,81,53.7,"Yes","Bachelor","No"
11.8,77.6,75.9,"Yes","High School","No"
13.6,57.8,87.4,"No","Bachelor","No"
4.5,91.7,56,"Yes","Associate","No"
13,51.4,68.8,"No","Bachelor","No"
4.9,64,60.2,"Yes","Bachelor","Yes"
3.8,90.3,54,"Yes","Associate","Yes"
7.3,83.2,38.8,"Yes","High School","Yes"
16.5,55.7,74.7,"No","Bachelor","No"
5.3,48.6,64.7,"No","Associate","Yes"
17.4,96.8,83.2,"No","Doctorate","No"
10.9,58,51.4,"Yes","Master","Yes"
12,78.7,90.2,"No","Associate","Yes"
13.6,38.8,82.5,"Yes","Associate","No"
13.8,88,58,"Yes","Doctorate","No"
8.4,74.6,74.5,"No","Doctorate","No"
4.4,76.2,73.1,"No","High School","No"
4.4,75.4,61.2,"Yes","High School","No"
12.2,85.5,57.5,"Yes","Associate","No"
7.7,54,60.6,"No","Master","Yes"
7.8,85,47.5,"Yes","Bachelor","Yes"
7.2,52.4,68.2,"No","Associate","No"
10.2,72.9,81.7,"Yes","Bachelor","No"
11,78.6,84.2,"Yes","High School","Yes"
5.1,74.8,59.7,"Yes","Associate","No"
13.7,46.5,60.2,"Yes","High School","Yes"
6.3,91,68.5,"No","High School","Yes"
14.7,86.4,65.7,"Yes","Associate","Yes"
19.5,66.3,75.3,"Yes","Associate","No"
13.8,74.9,49.1,"No","Doctorate","Yes"
10.6,96.5,66.6,"Yes","Bachelor","No"
13,88.5,84.9,"Yes","Master","No"
1,76.4,43.5,"Yes","Doctorate","Yes"
10,70.9,72.1,"No","Doctorate","No"
10.7,34.8,78,"No","Master","Yes"
8.8,80.3,78.3,"Yes","Master","No"
7.5,91.2,70.8,"No","Doctorate","No"
7,63.4,71.9,"No","Doctorate","Yes"
4.7,94.3,53.4,"Yes","Associate","Yes"
8.4,61.1,54.3,"No","Bachelor","Yes"
8.5,65.2,55.1,"Yes","Associate","Yes"
15.8,79.4,75.5,"No","Doctorate","Yes"
8.5,58.1,46.4,"Yes","High School","Yes"
12.8,71,54.9,"Yes","High School","No"
8.5,61.6,58.9,"Yes","Associate","No"
13.9,83.2,72.1,"Yes","Bachelor","No"
9.8,98.1,69.5,"No","Bachelor","Yes"
18.7,56.6,64.1,"Yes","Master","Yes"
12.1,84,68.7,"No","Bachelor","No"
11.8,64.2,72.6,"Yes","Doctorate","Yes"
11.2,44.8,49.1,"Yes","Doctorate","Yes"
9.7,77.5,54.5,"Yes","Associate","Yes"
9.8,68.9,74.5,"No","Master","No"
10.4,72.4,94.3,"No","Bachelor","No"
10.4,79.8,58.4,"No","High School","No"
10.1,64.3,65.6,"No","Bachelor","Yes"
1.3,85.5,45,"No","Master","Yes"
5.3,93,56.3,"Yes","Doctorate","No"
4.1,85.1,68,"Yes","High School","Yes"
9.7,61.5,68.1,"Yes","Associate","Yes"
15.5,98.2,80.7,"Yes","Doctorate","No"
12.3,93.5,48.8,"Yes","Master","No"
5.4,47.1,65.4,"Yes","Bachelor","Yes"
13.1,98.4,72.2,"Yes","High School","No"
7.6,34.9,45.9,"Yes","Bachelor","No"
19.3,82.1,60.3,"Yes","Bachelor","No"
18.8,58.6,57.7,"Yes","Doctorate","No"
6.8,65.8,57.8,"No","High School","No"
0.3,60.1,53.3,"No","High School","Yes"
22.4,33.5,55.1,"Yes","Master","No"
13,72.5,66.2,"No","High School","Yes"
6.8,46.5,86.8,"Yes","Bachelor","No"
11.2,55.7,83.5,"Yes","Doctorate","Yes"
9.9,63.4,70.8,"No","Associate","Yes"
15.6,63.1,67.3,"No","Associate","Yes"
15.4,91,70.5,"No","High School","Yes"
10.4,77,70.2,"Yes","High School","No"
1.4,98.3,66.7,"Yes","High School","No"
16.7,56.1,87.2,"Yes","Master","Yes"
5.6,72.8,52.6,"No","Master","Yes"
5.9,47.8,78.5,"No","Bachelor","Yes"
2.1,70.6,91.4,"No","Associate","Yes"
7.5,84.4,71,"Yes","Bachelor","Yes"
7.4,63.6,48.5,"No","Master","No"
16.6,66.2,42.2,"No","Master","No"
14.3,80.2,32.4,"No","Bachelor","No"
6.3,63.8,74.6,"No","High School","Yes"
17,93.5,76.4,"No","Bachelor","Yes"
15.3,86.3,72.6,"Yes","Bachelor","No"
16.6,62.4,65,"No","Bachelor","Yes"
12.9,60.1,39.4,"No","Doctorate","Yes"
8,73.3,59.5,"No","Bachelor","Yes"
10.5,98.1,26.8,"Yes","Doctorate","No"
9.5,70.6,67.6,"Yes","Master","No"
14.8,63.5,31.4,"No","Master","Yes"
6.3,78.3,54,"No","High School","Yes"
9.1,60,51.7,"Yes","High School","Yes"
13.4,39.8,99,"No","Bachelor","No"
21,89.6,74.8,"Yes","Bachelor","Yes"
13.5,57.7,71.8,"Yes","Doctorate","Yes"
6.6,54.9,72.6,"Yes","Bachelor","Yes"
9.6,58.8,49,"No","Associate","No"
17,45.8,66.1,"No","Bachelor","Yes"
3,88.1,34.8,"Yes","High School","Yes"
6.9,85.4,32.8,"No","Doctorate","No"
13.5,78.8,60.9,"Yes","Master","No"
16.5,89.2,62.5,"No","Master","No"
7,86.8,47.7,"Yes","Doctorate","No"
12.1,94.6,57,"No","Doctorate","No"
11.8,78.5,40.3,"Yes","Master","Yes"
9.5,56.3,59.1,"No","Master","No"
10.3,43.1,50.3,"Yes","Associate","No"
5.5,39.8,54.5,"Yes","Bachelor","Yes"
22.4,93.9,58.7,"Yes","High School","Yes"
10.8,63.8,97.2,"Yes","Associate","Yes"
12.7,76.6,76,"Yes","Master","No"
8.9,55.9,79.8,"Yes","Bachelor","No"
3.5,39.1,65.8,"No","Master","Yes"
9.8,67.8,60.9,"No","Master","Yes"
16,68.6,63.1,"Yes","High School","No"
12.6,52.6,99.1,"No","Doctorate","Yes"
12.1,69,58.5,"Yes","High School","No"
12.5,81.8,62.1,"No","Associate","Yes"
14.6,43.1,57.9,"Yes","Doctorate","No"
3.7,61.5,73.5,"No","High School","No"
9.6,92.5,30.9,"No","High School","No"
4.8,75.6,64,"No","Bachelor","Yes"
4.5,64.2,51.9,"No","Doctorate","No"
11.4,83.6,38.7,"No","Bachelor","Yes"
8.6,63.5,45,"Yes","Doctorate","Yes"
11.5,59.5,77.5,"Yes","High School","No"
12.5,83.5,59.2,"Yes","Associate","Yes"
11.7,69.5,69.9,"No","High School","No"
8.3,95.9,60.2,"Yes","Associate","No"
11.4,80.3,70.2,"Yes","Master","No"
12.1,96.8,81.2,"Yes","Master","No"
17.2,52.6,67.2,"Yes","Master","No"
3.5,76.1,59.5,"No","Associate","Yes"
10.5,71.2,81.2,"No","Associate","No"
0.4,64.6,89.8,"No","High School","No"
13.2,76.7,80.3,"Yes","Master","No"
8.5,72,57.3,"No","Bachelor","Yes"
11.3,72.8,77.8,"No","Doctorate","Yes"
12.4,53.3,61.5,"No","Doctorate","Yes"
11,71.9,60.3,"No","High School","No"
3.3,42.2,58.4,"No","Associate","No"
10.9,63.3,84.4,"Yes","High School","No"
14.4,94.8,69.8,"Yes","Doctorate","Yes"
15.4,62.6,40.7,"No","High School","Yes"
14,68.5,68,"No","Master","No"
7.9,56.2,58.9,"Yes","Master","Yes"
8.7,73.1,86.6,"Yes","High School","No"
0.7,40.2,57.7,"No","Master","Yes"
7.8,87.4,44.6,"Yes","Associate","No"
8.5,55.3,77.5,"Yes","Bachelor","Yes"
10.7,64.2,62.1,"No","Associate","No"
5.7,84,64.8,"No","Bachelor","No"
13.4,75,76.7,"Yes","Master","No"
1,42.6,43.9,"No","Master","No"
15.3,34.3,83.5,"Yes","Master","Yes"
12.6,78.3,80.2,"No","Associate","No"
10.9,52,62.7,"No","Doctorate","No"
13.7,79.2,73.3,"No","Master","No"
14.5,94.1,60.4,"Yes","Doctorate","Yes"
11.3,68.9,86.8,"Yes","High School","Yes"
2.7,50.2,73.7,"No","Doctorate","Yes"
16.8,86.8,71.7,"No","Doctorate","Yes"
9.5,56.8,73.8,"Yes","High School","Yes"
5.3,47.4,51.2,"No","Bachelor","No"
12.6,78,72.7,"Yes","Master","Yes"
13.8,68.5,29.5,"Yes","Master","No"
9.7,72.3,66.6,"Yes","High School","Yes"
12.5,71.5,66.3,"Yes","Associate","No"
6,56.7,69,"No","Master","No"
15.2,28.1,80.2,"No","Bachelor","Yes"
10.9,68.8,78.7,"Yes","High School","No"
2.3,80.5,50.5,"Yes","Master","No"
3,91.3,66.9,"No","Master","Yes"
8.8,82.9,41.5,"No","Master","Yes"
19.8,80,48.2,"No","Bachelor","Yes"
13.6,48.9,50.6,"No","Bachelor","Yes"
14.4,61.8,68.8,"No","Master","No"
10.3,89,58.1,"No","Master","No"
0,79.9,69.3,"Yes","Doctorate","No"
8.3,72.6,66.4,"No","Associate","No"
4,51.7,44.4,"No","Master","No"
11.7,73.4,65.6,"Yes","High School","Yes"
8.2,71.2,74.5,"No","Doctorate","Yes"
5.5,98.4,54,"Yes","Doctorate","Yes"
14.3,52.5,62.4,"Yes","Associate","No"
3.9,70.8,69.8,"No","Master","No"
9,67,66.1,"No","Doctorate","No"
12.5,71.7,38.1,"No","Bachelor","Yes"
3.8,97,63.4,"No","Bachelor","Yes"
15.7,49,71.2,"Yes","Doctorate","No"
11.7,75.6,92.9,"Yes","Associate","No"
7.9,84.5,50.9,"Yes","Master","No"
2.3,98.9,84.2,"Yes","Bachelor","Yes"
9.2,75.9,56.1,"No","Master","Yes"
2.1,60.4,84.9,"Yes","Bachelor","No"
7.9,87.1,73,"No","Master","Yes"
12.4,84.6,79.8,"No","Associate","Yes"
19.4,59.4,59.5,"No","High School","No"
9,77.5,50.3,"No","Bachelor","No"
4.9,79.5,77.2,"Yes","Master","No"
5.1,80.7,49.6,"No","Associate","No"
13.1,72.1,40.3,"No","Doctorate","Yes"
7.5,70.7,67.6,"No","Bachelor","No"
14,58.3,70.9,"No","Associate","Yes"
1.6,87.2,38.7,"Yes","Bachelor","No"
3.3,56.6,77.8,"No","Master","Yes"
5.5,68.5,42.7,"No","Master","Yes"
12.3,81.1,54.5,"Yes","Master","Yes"
9.9,80.2,51.2,"No","Bachelor","No"
1.2,83.8,43.5,"No","Master","Yes"
3,82.2,45,"Yes","Doctorate","Yes"
3.3,74,73.1,"Yes","Master","No"
7.2,96.5,53.3,"No","Bachelor","Yes"
10.2,77.5,47.2,"Yes","High School","No"
9,56.3,55,"No","Associate","No"
15.6,81.1,81.4,"No","Bachelor","Yes"
4.6,60.4,78.9,"No","High School","No"
15.4,80,37.1,"Yes","Associate","Yes"
5.6,64.9,85.6,"No","High School","No"
5.2,65.5,86.5,"Yes","Doctorate","Yes"
11.3,69.3,83.4,"No","Master","Yes"
13.7,83.6,80.8,"No","Doctorate","Yes"
13.3,85.6,96.6,"Yes","Master","No"
11.8,75.9,61.5,"Yes","Doctorate","No"
19.5,65.4,66.9,"No","Bachelor","Yes"
11.1,95.8,79,"No","Bachelor","No"
8.6,81.2,63.5,"Yes","Master","Yes"
11.9,67.8,89,"No","Doctorate","Yes"
1.7,83.7,47.9,"Yes","Bachelor","No"
16.7,92.7,75.1,"Yes","Bachelor","No"
12.8,98.3,75.8,"No","Doctorate","Yes"
10.1,57.2,61.1,"No","Master","Yes"
10.7,90.6,62,"Yes","High School","No"
9.7,72.9,95.6,"Yes","High School","Yes"
10.1,54.1,63.1,"Yes","High School","Yes"
12.4,82.8,63.3,"No","Bachelor","No"
10.5,47.8,42.1,"No","Doctorate","No"
13.3,82.5,66.4,"Yes","Doctorate","No"
13.3,98,51.1,"No","Associate","Yes"
6.2,85.6,75.1,"No","Master","Yes"
13.8,37.5,83.8,"Yes","Master","Yes"
13.6,96.8,48.8,"No","Bachelor","No"
3.6,68.7,64.3,"No","Bachelor","No"
8.8,79.4,58.8,"Yes","Master","No"
11.6,67.3,52.7,"No","Master","Yes"
13.7,91,74.4,"No","Associate","Yes"
16.4,64.3,73.9,"Yes","Associate","No"
1,76.8,38.8,"Yes","Doctorate","No"
9.5,72.2,63.9,"Yes","Bachelor","Yes"
10.3,96.1,48.5,"No","Bachelor","Yes"
9.2,81,58,"Yes","Doctorate","Yes"
11.1,89.7,48.7,"Yes","Associate","Yes"
10.8,27.4,88.6,"No","High School","Yes"
12.8,55.2,70.9,"Yes","Bachelor","No"
10.8,92,47.6,"Yes","High School","Yes"
12.7,56.6,89.5,"No","High School","Yes"
4.4,43.2,48,"Yes","Master","No"
8.7,90.6,55.4,"No","Master","Yes"
6.2,67.7,45.8,"Yes","Master","No"
9.4,89,76.1,"Yes","Associate","No"
12.1,33.5,68.9,"No","High School","No"
10.2,68.7,60.2,"Yes","Bachelor","Yes"
12.2,70.1,69.1,"No","High School","Yes"
9.1,81.4,58.7,"Yes","Associate","Yes"
9.4,70.1,62.5,"No","Bachelor","Yes"
12.5,52.3,67.6,"No","Doctorate","No"
5.1,92.4,49.2,"Yes","Associate","Yes"
10.2,81.6,62.4,"No","Master","No"
4,70.6,65.5,"No","Doctorate","Yes"
9.9,67.6,64.1,"Yes","Master","No"
6.6,56.6,36.7,"No","Bachelor","Yes"
9.4,80,62.8,"No","Bachelor","Yes"
7.6,91.7,52.2,"Yes","Master","Yes"
1.1,62.5,73.9,"No","Bachelor","Yes"
17.1,77.4,77.5,"No","Doctorate","No"
10.4,96.2,85.4,"Yes","Master","No"
13.9,51.5,74.3,"No","Doctorate","Yes"
14.3,93.2,51.1,"No","Bachelor","No"
8.5,60,98.3,"Yes","High School","Yes"
15,59.7,49.1,"No","Associate","No"
16.1,67.8,36.6,"No","High School","No"
19.1,71.9,86.8,"Yes","High School","Yes"
7.8,85.2,48.2,"No","Master","No"
11.4,71.5,81.3,"No","Associate","Yes"
3.3,64.2,51.8,"No","Doctorate","No"
6.1,63.7,51.4,"No","High School","No"
6.4,83.8,84,"No","Bachelor","Yes"
11.3,92.2,86.4,"Yes","Bachelor","No"
14.4,73.9,70.7,"No","High School","No"
7.9,48.7,44.8,"No","Doctorate","No"
13.4,67,56.9,"No","High School","No"
14.6,80.9,57,"No","High School","No"
12.1,81.9,70.2,"Yes","Bachelor","No"
2.9,93.3,54.2,"Yes","Bachelor","No"
5.9,94.7,83.1,"No","Master","Yes"
11.8,84.9,72.4,"Yes","High School","Yes"
3.5,89.6,85.2,"Yes","Bachelor","No"
11.7,63.4,80,"Yes","Associate","Yes"
0.3,74.2,56.2,"No","Bachelor","No"
15.2,41.4,65,"Yes","Doctorate","Yes"
13.5,66.6,87.1,"No","Bachelor","Yes"
5.7,72.3,89.8,"Yes","High School","No"
2.3,69.4,68.5,"No","Bachelor","No"
17.4,80.7,70.4,"Yes","Bachelor","Yes"
19.4,50.2,53.1,"No","Master","Yes"
9,67.3,50.7,"Yes","High School","Yes"
11.4,92.6,74.7,"No","Associate","No"
18.2,35.3,68.9,"Yes","Associate","Yes"
12.5,72.7,59.5,"No","Doctorate","Yes"
10,87.6,50.6,"Yes","Doctorate","No"
10.1,91.8,54.7,"Yes","Bachelor","Yes"
8.1,62.1,54.8,"No","High School","Yes"
10.3,70.3,55.1,"Yes","Associate","Yes"
7.8,77.6,68.2,"No","High School","No"
15.3,85.2,61.1,"Yes","Doctorate","No"
14.9,83.5,60.2,"No","High School","No"
15.3,84.3,55.3,"No","Doctorate","Yes"
20.7,74.1,54.7,"Yes","Bachelor","Yes"
18.1,97.6,67.3,"No","Associate","Yes"
12.3,67.9,57.9,"No","High School","Yes"
7.8,81.6,44.8,"No","Master","No"
14.1,58.4,78.2,"No","High School","Yes"
15.6,84.1,63.4,"Yes","Bachelor","No"
9.7,68.3,72.6,"No","Master","No"
4.7,73.5,67.7,"No","Doctorate","No"
9.5,84.6,42.5,"Yes","High School","No"
13.2,91.5,50.6,"No","High School","Yes"
1.7,38.4,47.5,"No","Doctorate","Yes"
10.6,51.1,39.4,"No","Associate","No"
2.5,87.2,47.9,"No","Doctorate","Yes"
2.9,71.7,51.6,"No","Master","No"
5,63.7,74.9,"Yes","High School","No"
15.2,94.2,36.9,"Yes","High School","No"
12.7,91.3,89.6,"No","Doctorate","Yes"
5.7,54.3,83.1,"Yes","Associate","No"
8.1,91.3,66.2,"No","Master","No"
3.1,91,62.4,"No","Doctorate","Yes"
16.8,54.9,56.7,"No","Doctorate","No"
21,75.8,57.8,"Yes","Bachelor","No"
9.2,72.1,46.8,"No","High School","Yes"
1.9,53,27.7,"Yes","Master","No"
8.1,37.2,59.6,"Yes","Master","Yes"
10.2,97.7,72.2,"Yes","High School","Yes"
20.8,77.3,51.6,"No","Associate","Yes"
3.2,68.5,33.5,"Yes","Bachelor","No"
14.4,74.3,70.8,"Yes","Doctorate","No"
8.7,66.3,76.6,"No","Master","No"
12.3,85.1,61,"No","High School","No"
12.5,70.5,49.2,"Yes","Master","Yes"
8.3,97.4,64.1,"No","Master","Yes"
10.8,75.3,74.5,"Yes","Master","No"
10.5,50.9,62.3,"Yes","Associate","No"
4.9,57.9,63.2,"Yes","Associate","No"
16.5,51.8,62.1,"Yes","Doctorate","No"
2.5,53,71.6,"Yes","Doctorate","Yes"
8.7,48.7,76.6,"Yes","Bachelor","Yes"
5.4,53.3,73.1,"No","Doctorate","No"
10.9,74.9,80.1,"Yes","Bachelor","Yes"
21.8,58.9,65.3,"Yes","Master","No"
11,91.1,62.1,"No","Bachelor","No"
11.9,71.8,77.5,"Yes","Master","Yes"
2.8,40.8,37,"No","High School","No"
9.8,75.8,71.3,"No","High School","Yes"
14.9,82.2,62.4,"No","Associate","No"
11,81.3,64.8,"No","Master","Yes"
9.7,59.9,69.4,"No","Bachelor","Yes"
3.1,97,76.1,"Yes","Associate","No"
14.4,62,59.6,"Yes","Doctorate","No"
15.2,61.5,59,"Yes","High School","No"
5.9,50,51.2,"Yes","High School","No"
9.2,45.6,88.7,"No","Associate","No"
7.1,65.5,47.1,"Yes","High School","Yes"
9.8,76.1,56.8,"Yes","Bachelor","No"
10.4,44.8,69.6,"No","Bachelor","No"
19.8,30.6,62.9,"Yes","High School","No"
16.8,47.6,70.6,"Yes","Bachelor","Yes"
13.7,87.1,51.9,"Yes","Doctorate","No"
12.3,59.6,52.6,"No","Doctorate","Yes"
16.2,88.9,56.1,"No","Master","Yes"
1.1,66.1,61.6,"No","Doctorate","Yes"
7.6,64,55.4,"No","Bachelor","No"
0.7,38.7,80.8,"No","High School","No"
6.3,82.4,57.1,"No","Master","No"
7.4,76.4,62.9,"No","Master","No"
10.5,54.1,77.9,"No","Associate","No"
8,59.5,71,"No","Master","No"
7.6,60.9,62.7,"No","Master","Yes"
3.8,84.3,58.9,"No","Bachelor","Yes"
12.7,90.6,61.2,"No","Doctorate","No"
7.9,82.3,35.7,"Yes","High School","Yes"
3.8,80.5,69.1,"Yes","High School","Yes"
17.4,87.3,63.6,"No","Master","No"
17.9,94.1,45.9,"No","Bachelor","No"
16.4,78.5,78,"Yes","Associate","Yes"
11.2,73.6,61.9,"No","Bachelor","Yes"
6,65.1,52.3,"Yes","High School","No"
9.8,53.1,56.6,"Yes","Bachelor","No"
5.5,77.8,53.2,"No","Bachelor","Yes"
11.4,74.5,65.5,"Yes","Bachelor","No"
13.7,46.5,69.9,"Yes","Associate","No"
5.3,91.8,56.3,"Yes","Doctorate","Yes"
12.3,48.3,77.2,"Yes","Master","Yes"
1.1,60.1,90.6,"Yes","Bachelor","No"
4.8,73.3,41.8,"No","Bachelor","Yes"
12,85.1,86,"Yes","Master","No"
11.8,77.7,84.5,"No","Associate","No"
7.5,39.1,82.9,"No","Doctorate","Yes"
16,64.9,49,"Yes","Bachelor","No"
4.4,59.1,74.3,"Yes","High School","Yes"
7.3,82,36.2,"Yes","Doctorate","No"
10.5,75.7,54.4,"Yes","Associate","Yes"
10.2,88.8,39.5,"Yes","Bachelor","No"
16.2,36.6,65.4,"Yes","Doctorate","Yes"
16.5,88.5,94.2,"Yes","Master","No"
8.9,37,87.5,"Yes","Bachelor","Yes"
15.3,86.3,40.8,"No","High School","No"
7.8,88.6,69.4,"No","Associate","Yes"
4.4,79.5,79.8,"No","Doctorate","No"
